Bussiness__City,Business__Country,Business__Description,Business__Name,Business__StreetAddress,Business__ZipCode,Customer__Address__line1,Customer__Address__line2,Customer__Email,Customer__Name,Customer__PhoneNumber,Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate,Invoice__Description,Invoice__DueDate,Invoice__IssueDate,Invoice__Number,Invoice__Tax
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,8236 O'Hara Glens,Moutsamoudou,Cary.Zboncak@gmail.com,Cary Zboncak,741-215-8162,Sleek Soft Shoes  ,79  ,97  ,esse elit nostrud id duis do aute voluptate sunt labore dolor pariatur excepteur elit non deserunt eu,14-06-2023,12-05-2023,DK4790859333570403,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,﻿Handmade Concrete Bike  ,47  ,31  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,8236 O'Hara Glens,Moutsamoudou,Cary.Zboncak@gmail.com,Cary Zboncak,741-215-8162,Intelligent Cotton Shirt  ,48  ,25  ,esse elit nostrud id duis do aute voluptate sunt labore dolor pariatur excepteur elit non deserunt eu,14-06-2023,12-05-2023,DK4790859333570403,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Handcrafted Fresh Pizza  ,113  ,71  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Small Plastic Chicken  ,100  ,66  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Small Granite Ball  ,46  ,54  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Licensed Cotton Ball  ,97  ,100  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Rustic Concrete Hat  ,97  ,69  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Tasty Steel Chair  ,78  ,20  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Refined Metal Hat  ,57  ,23  ,aliqua eu  cillum veniam et,16-06-2023,12-05-2023,PL77678066447653534291577565,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,﻿Handmade Fresh Shoes  ,101  ,24  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Rustic Concrete Computer  ,114  ,97  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Refined Granite Tuna  ,22  ,37  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Incredible Frozen Mouse  ,7  ,87  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Practical Frozen Computer  ,46  ,45  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Incredible Fresh Bike  ,76  ,60  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Fantastic Concrete Towels  ,74  ,67  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Generic Wooden Cheese  ,40  ,66  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,7470 DuBuque Plaza,Oranjestad,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,Rustic Soft Mouse  ,82  ,88  ,non ex ex qui sint  labore veniam et,23-06-2023,12-05-2023,UA859908357231657281725628046,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,﻿Practical Fresh Chips  ,50  ,85  ,sit consectetur labore dolor  quis do sint adipisicing  adipisicing in commodo,26-06-2023,12-05-2023,IR459008121894452008730027,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Unbranded Plastic Shoes  ,87  ,53  ,sit consectetur labore dolor  quis do sint adipisicing  adipisicing in commodo,26-06-2023,12-05-2023,IR459008121894452008730027,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Gorgeous Plastic Pants  ,17  ,36  ,sit consectetur labore dolor  quis do sint adipisicing  adipisicing in commodo,26-06-2023,12-05-2023,IR459008121894452008730027,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,﻿Small Steel Towels  ,45  ,35  ,aliqua consectetur voluptate est ullamco sint amet aliquip sunt duis commodo consequat Lorem aliqua id occaecat tempor sint,30-06-2023,12-05-2023,SE1605804413837873518350,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Fantastic Wooden Bacon  ,14  ,39  ,aliqua consectetur voluptate est ullamco sint amet aliquip sunt duis commodo consequat Lorem aliqua id occaecat tempor sint,30-06-2023,12-05-2023,SE1605804413837873518350,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,9874 Bayer Road,Le Hocq,Garry_Hegmann59@hotmail.com,Garry Hegmann,750-257-9345,Licensed Soft Fish  ,101  ,81  ,aliqua consectetur voluptate est ullamco sint amet aliquip sunt duis commodo consequat Lorem aliqua id occaecat tempor sint,30-06-2023,12-05-2023,SE1605804413837873518350,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Handmade Cotton Sausages  ,54  ,16  ,in do enim ut aliquip et,10-07-2023,12-05-2023,CF6849796816456201375055059,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,﻿Licensed Rubber Keyboard  ,15  ,52  ,in do enim ut aliquip et,10-07-2023,12-05-2023,CF6849796816456201375055059,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Small Concrete Chips  ,25  ,41  ,in do enim ut aliquip et,10-07-2023,12-05-2023,CF6849796816456201375055059,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Ergonomic Fresh Towels  ,93  ,61  ,in do enim ut aliquip et,10-07-2023,12-05-2023,CF6849796816456201375055059,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Handcrafted Metal Car  ,13  ,62  ,in do enim ut aliquip et,10-07-2023,12-05-2023,CF6849796816456201375055059,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Ergonomic Granite Bacon  ,83  ,85  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,﻿Awesome Cotton Pants  ,109  ,89  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Fantastic Cotton Sausages  ,111  ,68  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Small Rubber Salad  ,35  ,64  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Unbranded Plastic Salad  ,24  ,72  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Handmade Cotton Car  ,126  ,81  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Rustic Soft Car  ,15  ,85  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,68910 Ahmad Centers,Vilaplana,Jill.Schowalter@gmail.com,Jill Schowalter,222-254-5978,Unbranded Plastic Computer  ,84  ,29  ,dolor ullamco excepteur labore do cillum fugiat velit amet pariatur exercitation eiusmod minim,23-06-2023,12-05-2023,BA920432325129666746,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Fantastic Cotton Pizza  ,8  ,29  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,﻿Unbranded Soft Pizza  ,83  ,63  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Generic Rubber Gloves  ,46  ,83  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Handmade Cotton Cheese  ,102  ,14  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Tasty Steel Keyboard  ,14  ,87  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Gorgeous Steel Keyboard  ,86  ,62  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Ergonomic Rubber Tuna  ,123  ,49  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,231 Jayne Fields,Mwanza,Terri.Ernser@yahoo.com,Terri Ernser,415-897-1517,Handmade Cotton Pizza  ,85  ,87  ,voluptate tempor do culpa  aute consequat laboris ex ea  nulla Lorem enim nisi adipisicing nisi nisi duis esse,18-06-2023,12-05-2023,LC17VZPD576879350529704623681613,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,﻿Awesome Wooden Table  ,79  ,29  ,veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in,05-07-2023,12-05-2023,DE86387936551412938756,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Gorgeous Granite Shoes  ,27  ,12  ,veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in,05-07-2023,12-05-2023,DE86387936551412938756,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Ergonomic Metal Cheese  ,25  ,77  ,veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in,05-07-2023,12-05-2023,DE86387936551412938756,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Tasty Cotton Chips  ,73  ,63  ,veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in,05-07-2023,12-05-2023,DE86387936551412938756,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Unbranded Rubber Hat  ,117  ,79  ,veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in,05-07-2023,12-05-2023,DE86387936551412938756,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,﻿Tasty Cotton Car  ,125  ,19  ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt,15-06-2023,12-05-2023,BI80984267236362,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Licensed Steel Fish  ,1  ,71  ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt,15-06-2023,12-05-2023,BI80984267236362,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Practical Plastic Sausages  ,75  ,86  ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt,15-06-2023,12-05-2023,BI80984267236362,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Refined Granite Chicken  ,92  ,88  ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt,15-06-2023,12-05-2023,BI80984267236362,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,﻿Gorgeous Concrete Chair  ,27  ,82  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Generic Cotton Bike  ,123  ,18  ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt,15-06-2023,12-05-2023,BI80984267236362,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Incredible Wooden Tuna  ,68  ,64  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Small Metal Shoes  ,108  ,26  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Incredible Soft Bacon  ,107  ,50  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Unbranded Soft Table  ,130  ,29  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,533 Hintz Pine,Cotton Ground,Candace3@yahoo.com,Candace Gerhold,633-008-6596,Refined Plastic Ball  ,57  ,78  ,mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do,07-07-2023,12-05-2023,SI22681963519804739,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Unbranded Metal Mouse  ,114  ,29  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,﻿Generic Concrete Soap  ,43  ,79  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Rustic Concrete Bacon  ,81  ,16  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Practical Plastic Mouse  ,99  ,81  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Handmade Steel Salad  ,94  ,61  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
Jamestown,"Tennessee, USA",We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics ,3741 Glory Road,38556,121 Jacobs River,Port-Vila,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,Small Wooden Soap  ,65  ,27  ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat,27-06-2023,12-05-2023,HU74909696370147167357339840,10
